date,hospital,blood_group,demand,units_collected,stock_on_hand,units_used,units_expired,units_expiring_soon,shortage,is_weekend,is_holiday,is_dengue_season,day_of_week,month,year,week_of_year
2022-05-11,Hospital_A,O_negative,20,14,614,20,16,70,0,0,0,0,2,5,2022,19
2022-05-12,Hospital_A,O_negative,13,9,610,13,0,101,0,0,0,0,3,5,2022,19
2022-05-13,Hospital_A,O_negative,12,8,606,12,0,117,0,0,0,0,4,5,2022,19
2022-05-14,Hospital_A,O_negative,10,10,606,10,0,107,0,1,0,0,5,5,2022,19
2022-05-15,Hospital_A,O_negative,10,7,568,10,35,79,0,1,0,0,6,5,2022,19
2022-05-16,Hospital_A,O_negative,27,23,530,27,34,43,0,0,0,0,0,5,2022,20
2022-05-17,Hospital_A,O_negative,25,18,522,25,1,63,0,0,0,0,1,5,2022,20
2022-05-18,Hospital_A,O_negative,17,23,528,17,0,69,0,0,0,0,2,5,2022,20
2022-05-19,Hospital_A,O_negative,13,13,528,13,0,68,0,0,0,0,3,5,2022,20
2022-05-20,Hospital_A,O_negative,20,26,534,20,0,64,0,0,0,0,4,5,2022,20
2022-05-21,Hospital_A,O_negative,6,7,522,6,13,60,0,1,0,0,5,5,2022,20
2022-05-22,Hospital_A,O_negative,15,18,508,15,17,52,0,1,0,0,6,5,2022,20
2022-05-23,Hospital_A,O_negative,25,39,522,25,0,27,0,0,0,0,0,5,2022,21
2022-05-24,Hospital_A,O_negative,24,31,529,24,0,3,0,0,0,0,1,5,2022,21
2022-05-25,Hospital_A,O_negative,26,30,533,26,0,0,0,0,0,0,2,5,2022,21
2022-05-26,Hospital_A,O_negative,20,17,530,20,0,0,0,0,0,0,3,5,2022,21
2022-05-27,Hospital_A,O_negative,22,20,528,22,0,1,0,0,0,0,4,5,2022,21
2022-05-28,Hospital_A,O_negative,13,17,532,13,0,20,0,1,0,0,5,5,2022,21
2022-05-29,Hospital_A,O_negative,13,12,531,13,0,21,0,1,0,0,6,5,2022,21
2022-05-30,Hospital_A,O_negative,22,28,537,22,0,23,0,0,0,0,0,5,2022,22
2022-05-31,Hospital_A,O_negative,26,23,534,26,0,7,0,0,0,0,1,5,2022,22
2022-06-01,Hospital_A,O_negative,15,18,537,15,0,0,0,0,0,0,2,6,2022,22
2022-06-02,Hospital_A,O_negative,18,19,538,18,0,0,0,0,0,0,3,6,2022,22
2022-06-03,Hospital_A,O_negative,21,19,536,21,0,0,0,0,0,0,4,6,2022,22
2022-06-04,Hospital_A,O_negative,9,13,540,9,0,0,0,1,0,0,5,6,2022,22
2022-06-05,Hospital_A,O_negative,17,19,542,17,0,0,0,1,0,0,6,6,2022,22
2022-06-06,Hospital_A,O_negative,16,27,553,16,0,0,0,0,0,0,0,6,2022,23
2022-06-07,Hospital_A,O_negative,27,37,563,27,0,0,0,0,0,0,1,6,2022,23
2022-06-08,Hospital_A,O_negative,20,18,561,20,0,0,0,0,0,0,2,6,2022,23
2022-06-09,Hospital_A,O_negative,28,21,554,28,0,0,0,0,0,0,3,6,2022,23
2022-06-10,Hospital_A,O_negative,14,19,559,14,0,0,0,0,0,0,4,6,2022,23
2022-06-11,Hospital_A,O_negative,20,21,560,20,0,0,0,1,0,0,5,6,2022,23
2022-06-12,Hospital_A,O_negative,15,12,557,15,0,20,0,1,0,0,6,6,2022,23
2022-06-13,Hospital_A,O_negative,24,18,551,24,0,0,0,0,0,0,0,6,2022,24
2022-06-14,Hospital_A,O_negative,7,7,551,7,0,19,0,0,0,0,1,6,2022,24
2022-06-15,Hospital_A,O_negative,13,8,546,13,0,13,0,0,0,0,2,6,2022,24
2022-06-16,Hospital_A,O_negative,17,16,545,17,0,78,0,0,0,0,3,6,2022,24
2022-06-17,Hospital_A,O_negative,16,26,555,16,0,79,0,0,0,0,4,6,2022,24
2022-06-18,Hospital_A,O_negative,11,16,560,11,0,87,0,1,0,0,5,6,2022,24
2022-06-19,Hospital_A,O_negative,9,9,560,9,0,96,0,1,0,0,6,6,2022,24
2022-06-20,Hospital_A,O_negative,20,21,519,20,42,34,0,0,0,0,0,6,2022,25
2022-06-21,Hospital_A,O_negative,18,31,532,18,0,33,0,0,0,0,1,6,2022,25
2022-06-22,Hospital_A,O_negative,17,17,532,17,0,39,0,0,0,0,2,6,2022,25
2022-06-23,Hospital_A,O_negative,17,18,533,17,0,22,0,0,0,0,3,6,2022,25
2022-06-24,Hospital_A,O_negative,13,19,539,13,0,21,0,0,0,0,4,6,2022,25
2022-06-25,Hospital_A,O_negative,10,20,549,10,0,11,0,1,0,0,5,6,2022,25
2022-06-26,Hospital_A,O_negative,10,12,551,10,0,1,0,1,0,0,6,6,2022,25
2022-06-27,Hospital_A,O_negative,14,19,556,14,0,33,0,0,0,0,0,6,2022,26
2022-06-28,Hospital_A,O_negative,19,16,553,19,0,50,0,0,0,0,1,6,2022,26
2022-06-29,Hospital_A,O_negative,22,24,555,22,0,28,0,0,0,0,2,6,2022,26
2022-06-30,Hospital_A,O_negative,18,22,559,18,0,10,0,0,0,0,3,6,2022,26
2022-07-01,Hospital_A,O_negative,14,12,557,14,0,0,0,0,0,1,4,7,2022,26
2022-07-02,Hospital_A,O_negative,10,17,564,10,0,5,0,1,0,1,5,7,2022,26
2022-07-03,Hospital_A,O_negative,5,4,563,5,0,19,0,1,0,1,6,7,2022,26
2022-07-04,Hospital_A,O_negative,17,19,565,17,0,38,0,0,0,1,0,7,2022,27
2022-07-05,Hospital_A,O_negative,24,24,565,24,0,14,0,0,0,1,1,7,2022,27
2022-07-06,Hospital_A,O_negative,14,15,566,14,0,8,0,0,0,1,2,7,2022,27
2022-07-07,Hospital_A,O_negative,22,27,571,22,0,28,0,0,0,1,3,7,2022,27
2022-07-08,Hospital_A,O_negative,17,22,576,17,0,59,0,0,0,1,4,7,2022,27
2022-07-09,Hospital_A,O_negative,13,21,584,13,0,46,0,1,0,1,5,7,2022,27
2022-07-10,Hospital_A,O_negative,13,12,583,13,0,33,0,1,0,1,6,7,2022,27
2022-07-11,Hospital_A,O_negative,19,18,582,19,0,64,0,0,0,1,0,7,2022,28
2022-07-12,Hospital_A,O_negative,9,12,571,9,14,41,0,0,0,1,1,7,2022,28
2022-07-13,Hospital_A,O_negative,14,20,577,14,0,27,0,0,0,1,2,7,2022,28
2022-07-14,Hospital_A,O_negative,19,20,578,19,0,146,0,0,0,1,3,7,2022,28
2022-07-15,Hospital_A,O_negative,20,20,570,20,8,118,0,0,0,1,4,7,2022,28
2022-07-16,Hospital_A,O_negative,15,16,571,15,0,112,0,1,0,1,5,7,2022,28
2022-07-17,Hospital_A,O_negative,14,8,565,14,0,98,0,1,0,1,6,7,2022,28
2022-07-18,Hospital_A,O_negative,32,34,478,32,89,0,0,0,0,1,0,7,2022,29
2022-07-19,Hospital_A,O_negative,25,28,481,25,0,31,0,0,0,1,1,7,2022,29
2022-07-20,Hospital_A,O_negative,13,12,480,13,0,30,0,0,0,1,2,7,2022,29
2022-07-21,Hospital_A,O_negative,18,20,482,18,0,31,0,0,0,1,3,7,2022,29
2022-07-22,Hospital_A,O_negative,17,16,481,17,0,21,0,0,0,1,4,7,2022,29
2022-07-23,Hospital_A,O_negative,15,16,482,15,0,42,0,1,0,1,5,7,2022,29
2022-07-24,Hospital_A,O_negative,12,16,486,12,0,64,0,1,0,1,6,7,2022,29
2022-07-25,Hospital_A,O_negative,21,23,488,21,0,64,0,0,0,1,0,7,2022,30
2022-07-26,Hospital_A,O_negative,13,14,489,13,0,69,0,0,0,1,1,7,2022,30
2022-07-27,Hospital_A,O_negative,22,28,495,22,0,47,0,0,0,1,2,7,2022,30
2022-07-28,Hospital_A,O_negative,23,25,489,23,8,16,0,0,0,1,3,7,2022,30
2022-07-29,Hospital_A,O_negative,18,17,488,18,0,34,0,0,0,1,4,7,2022,30
2022-07-30,Hospital_A,O_negative,11,7,484,11,0,23,0,1,0,1,5,7,2022,30
2022-07-31,Hospital_A,O_negative,16,14,482,16,0,27,0,1,0,1,6,7,2022,30
2022-08-01,Hospital_A,O_negative,26,37,493,26,0,23,0,0,0,1,0,8,2022,31
2022-08-02,Hospital_A,O_negative,15,16,494,15,0,36,0,0,0,1,1,8,2022,31
2022-08-03,Hospital_A,O_negative,27,29,496,27,0,9,0,0,0,1,2,8,2022,31
2022-08-04,Hospital_A,O_negative,20,29,505,20,0,0,0,0,0,1,3,8,2022,31
2022-08-05,Hospital_A,O_negative,18,25,512,18,0,0,0,0,0,1,4,8,2022,31
2022-08-06,Hospital_A,O_negative,7,6,511,7,0,0,0,1,0,1,5,8,2022,31
2022-08-07,Hospital_A,O_negative,14,15,512,14,0,33,0,1,0,1,6,8,2022,31
2022-08-08,Hospital_A,O_negative,37,50,525,37,0,25,0,0,0,1,0,8,2022,32
2022-08-09,Hospital_A,O_negative,23,19,521,23,0,2,0,0,0,1,1,8,2022,32
2022-08-10,Hospital_A,O_negative,17,22,526,17,0,0,0,0,0,1,2,8,2022,32
2022-08-11,Hospital_A,O_negative,14,13,525,14,0,0,0,0,0,1,3,8,2022,32
2022-08-12,Hospital_A,O_negative,19,21,527,19,0,0,0,0,0,1,4,8,2022,32
2022-08-13,Hospital_A,O_negative,13,18,532,13,0,0,0,1,0,1,5,8,2022,32
2022-08-14,Hospital_A,O_negative,10,10,532,10,0,0,0,1,0,1,6,8,2022,32
2022-08-15,Hospital_A,O_negative,15,21,538,15,0,0,0,0,1,1,0,8,2022,33
2022-08-16,Hospital_A,O_negative,12,13,539,12,0,0,0,0,0,1,1,8,2022,33
2022-08-17,Hospital_A,O_negative,14,15,540,14,0,0,0,0,0,1,2,8,2022,33
2022-08-18,Hospital_A,O_negative,21,25,544,21,0,0,0,0,0,1,3,8,2022,33
2022-08-19,Hospital_A,O_negative,13,11,542,13,0,0,0,0,0,1,4,8,2022,33
2022-08-20,Hospital_A,O_negative,11,16,547,11,0,0,0,1,0,1,5,8,2022,33
2022-08-21,Hospital_A,O_negative,21,17,543,21,0,0,0,1,0,1,6,8,2022,33
2022-08-22,Hospital_A,O_negative,27,35,551,27,0,0,0,0,0,1,0,8,2022,34
2022-08-23,Hospital_A,O_negative,19,17,549,19,0,14,0,0,0,1,1,8,2022,34
2022-08-24,Hospital_A,O_negative,17,16,548,17,0,0,0,0,0,1,2,8,2022,34
2022-08-25,Hospital_A,O_negative,14,13,547,14,0,0,0,0,0,1,3,8,2022,34
2022-08-26,Hospital_A,O_negative,18,21,550,18,0,6,0,0,0,1,4,8,2022,34
2022-08-27,Hospital_A,O_negative,12,14,552,12,0,37,0,1,0,1,5,8,2022,34
2022-08-28,Hospital_A,O_negative,14,20,558,14,0,23,0,1,0,1,6,8,2022,34
2022-08-29,Hospital_A,O_negative,19,26,565,19,0,4,0,0,0,1,0,8,2022,35
2022-08-30,Hospital_A,O_negative,16,18,567,16,0,31,0,0,0,1,1,8,2022,35
2022-08-31,Hospital_A,O_negative,17,12,562,17,0,14,0,0,0,1,2,8,2022,35
2022-09-01,Hospital_A,O_negative,20,23,565,20,0,17,0,0,0,1,3,9,2022,35
2022-09-02,Hospital_A,O_negative,17,16,564,17,0,0,0,0,0,1,4,9,2022,35
2022-09-03,Hospital_A,O_negative,10,16,570,10,0,26,0,1,0,1,5,9,2022,35
2022-09-04,Hospital_A,O_negative,9,11,572,9,0,33,0,1,0,1,6,9,2022,35
2022-09-05,Hospital_A,O_negative,23,31,580,23,0,10,0,0,0,1,0,9,2022,36
2022-09-06,Hospital_A,O_negative,18,16,578,18,0,27,0,0,0,1,1,9,2022,36
2022-09-07,Hospital_A,O_negative,22,22,578,22,0,18,0,0,0,1,2,9,2022,36
2022-09-08,Hospital_A,O_negative,17,21,582,17,0,1,0,0,0,1,3,9,2022,36
2022-09-09,Hospital_A,O_negative,25,36,593,25,0,0,0,0,0,1,4,9,2022,36
2022-09-10,Hospital_A,O_negative,15,18,596,15,0,30,0,1,0,1,5,9,2022,36
2022-09-11,Hospital_A,O_negative,10,9,595,10,0,20,0,1,0,1,6,9,2022,36
2022-09-12,Hospital_A,O_negative,17,11,589,17,0,34,0,0,0,1,0,9,2022,37
2022-09-13,Hospital_A,O_negative,13,30,606,13,0,21,0,0,0,1,1,9,2022,37
2022-09-14,Hospital_A,O_negative,18,24,612,18,0,39,0,0,0,1,2,9,2022,37
2022-09-15,Hospital_A,O_negative,21,26,617,21,0,64,0,0,0,1,3,9,2022,37
2022-09-16,Hospital_A,O_negative,19,17,615,19,0,70,0,0,0,1,4,9,2022,37
2022-09-17,Hospital_A,O_negative,10,9,614,10,0,70,0,1,0,1,5,9,2022,37
2022-09-18,Hospital_A,O_negative,12,17,619,12,0,141,0,1,0,1,6,9,2022,37
2022-09-19,Hospital_A,O_negative,22,20,594,22,23,113,0,0,0,1,0,9,2022,38
2022-09-20,Hospital_A,O_negative,18,13,586,18,3,113,0,0,0,1,1,9,2022,38
2022-09-21,Hospital_A,O_negative,17,30,599,17,0,96,0,0,0,1,2,9,2022,38
2022-09-22,Hospital_A,O_negative,16,16,541,16,58,39,0,0,0,1,3,9,2022,38
2022-09-23,Hospital_A,O_negative,12,15,543,12,1,39,0,0,0,1,4,9,2022,38
2022-09-24,Hospital_A,O_negative,12,17,539,12,9,34,0,1,0,1,5,9,2022,38
2022-09-25,Hospital_A,O_negative,20,24,543,20,0,14,0,1,0,1,6,9,2022,38
2022-09-26,Hospital_A,O_negative,19,24,548,19,0,16,0,0,0,1,0,9,2022,39
2022-09-27,Hospital_A,O_negative,14,17,551,14,0,20,0,0,0,1,1,9,2022,39
2022-09-28,Hospital_A,O_negative,21,26,556,21,0,10,0,0,0,1,2,9,2022,39
2022-09-29,Hospital_A,O_negative,13,9,552,13,0,55,0,0,0,1,3,9,2022,39
2022-09-30,Hospital_A,O_negative,13,15,554,13,0,98,0,0,0,1,4,9,2022,39
2022-10-01,Hospital_A,O_negative,9,13,558,9,0,89,0,1,0,1,5,10,2022,39
2022-10-02,Hospital_A,O_negative,3,3,558,3,0,86,0,1,1,1,6,10,2022,39
2022-10-03,Hospital_A,O_negative,25,26,529,25,30,31,0,0,0,1,0,10,2022,40
2022-10-04,Hospital_A,O_negative,20,24,502,20,31,0,0,0,0,1,1,10,2022,40
2022-10-05,Hospital_A,O_negative,26,29,505,26,0,0,0,0,0,1,2,10,2022,40
2022-10-06,Hospital_A,O_negative,22,17,500,22,0,0,0,0,0,1,3,10,2022,40
2022-10-07,Hospital_A,O_negative,22,24,502,22,0,1,0,0,0,1,4,10,2022,40
2022-10-08,Hospital_A,O_negative,15,11,498,15,0,2,0,1,0,1,5,10,2022,40
2022-10-09,Hospital_A,O_negative,11,11,498,11,0,9,0,1,0,1,6,10,2022,40
2022-10-10,Hospital_A,O_negative,16,16,498,16,0,23,0,0,0,1,0,10,2022,41
2022-10-11,Hospital_A,O_negative,20,20,498,20,0,36,0,0,0,1,1,10,2022,41
2022-10-12,Hospital_A,O_negative,18,19,499,18,0,42,0,0,0,1,2,10,2022,41
2022-10-13,Hospital_A,O_negative,18,17,498,18,0,44,0,0,0,1,3,10,2022,41
2022-10-14,Hospital_A,O_negative,14,18,502,14,0,63,0,0,0,1,4,10,2022,41
2022-10-15,Hospital_A,O_negative,7,8,503,7,0,56,0,1,0,1,5,10,2022,41
2022-10-16,Hospital_A,O_negative,14,9,495,14,3,39,0,1,0,1,6,10,2022,41
2022-10-17,Hospital_A,O_negative,30,31,490,30,6,19,0,0,0,1,0,10,2022,42
2022-10-18,Hospital_A,O_negative,23,23,487,23,3,0,0,0,0,1,1,10,2022,42
2022-10-19,Hospital_A,O_negative,16,18,489,16,0,18,0,0,0,1,2,10,2022,42
2022-10-20,Hospital_A,O_negative,13,14,490,13,0,20,0,0,0,1,3,10,2022,42
2022-10-21,Hospital_A,O_negative,23,18,485,23,0,0,0,0,0,1,4,10,2022,42
2022-10-22,Hospital_A,O_negative,11,12,486,11,0,12,0,1,0,1,5,10,2022,42
2022-10-23,Hospital_A,O_negative,18,18,486,18,0,18,0,1,0,1,6,10,2022,42
2022-10-24,Hospital_A,O_negative,8,10,488,8,0,39,0,0,1,1,0,10,2022,43
2022-10-25,Hospital_A,O_negative,14,15,489,14,0,25,0,0,0,1,1,10,2022,43
2022-10-26,Hospital_A,O_negative,17,23,495,17,0,8,0,0,0,1,2,10,2022,43
2022-10-27,Hospital_A,O_negative,17,25,503,17,0,8,0,0,0,1,3,10,2022,43
2022-10-28,Hospital_A,O_negative,12,7,498,12,0,5,0,0,0,1,4,10,2022,43
2022-10-29,Hospital_A,O_negative,14,24,508,14,0,8,0,1,0,1,5,10,2022,43
2022-10-30,Hospital_A,O_negative,22,25,511,22,0,2,0,1,0,1,6,10,2022,43
2022-10-31,Hospital_A,O_negative,19,19,511,19,0,9,0,0,0,1,0,10,2022,44
2022-11-01,Hospital_A,O_negative,22,26,515,22,0,11,0,0,0,0,1,11,2022,44
2022-11-02,Hospital_A,O_negative,19,21,517,19,0,0,0,0,0,0,2,11,2022,44
2022-11-03,Hospital_A,O_negative,16,21,522,16,0,0,0,0,0,0,3,11,2022,44
2022-11-04,Hospital_A,O_negative,22,18,518,22,0,0,0,0,0,0,4,11,2022,44
2022-11-05,Hospital_A,O_negative,16,17,519,16,0,0,0,1,0,0,5,11,2022,44
2022-11-06,Hospital_A,O_negative,17,13,515,17,0,0,0,1,0,0,6,11,2022,44
2022-11-07,Hospital_A,O_negative,24,34,525,24,0,0,0,0,0,0,0,11,2022,45
2022-11-08,Hospital_A,O_negative,20,22,527,20,0,0,0,0,0,0,1,11,2022,45
2022-11-09,Hospital_A,O_negative,15,18,530,15,0,0,0,0,0,0,2,11,2022,45
2022-11-10,Hospital_A,O_negative,14,11,527,14,0,0,0,0,0,0,3,11,2022,45
2022-11-11,Hospital_A,O_negative,23,26,530,23,0,0,0,0,0,0,4,11,2022,45
2022-11-12,Hospital_A,O_negative,9,14,535,9,0,0,0,1,0,0,5,11,2022,45
2022-11-13,Hospital_A,O_negative,14,18,539,14,0,0,0,1,0,0,6,11,2022,45
2022-11-14,Hospital_A,O_negative,28,33,544,28,0,0,0,0,0,0,0,11,2022,46
2022-11-15,Hospital_A,O_negative,12,15,547,12,0,0,0,0,0,0,1,11,2022,46
2022-11-16,Hospital_A,O_negative,8,13,552,8,0,0,0,0,0,0,2,11,2022,46
2022-11-17,Hospital_A,O_negative,15,17,554,15,0,0,0,0,0,0,3,11,2022,46
2022-11-18,Hospital_A,O_negative,19,25,560,19,0,0,0,0,0,0,4,11,2022,46
2022-11-19,Hospital_A,O_negative,9,12,563,9,0,31,0,1,0,0,5,11,2022,46
2022-11-20,Hospital_A,O_negative,25,33,571,25,0,23,0,1,0,0,6,11,2022,46
2022-11-21,Hospital_A,O_negative,36,35,570,36,0,5,0,0,0,0,0,11,2022,47
2022-11-22,Hospital_A,O_negative,39,41,572,39,0,0,0,0,0,0,1,11,2022,47
2022-11-23,Hospital_A,O_negative,24,27,575,24,0,0,0,0,0,0,2,11,2022,47
2022-11-24,Hospital_A,O_negative,19,25,581,19,0,0,0,0,0,0,3,11,2022,47
2022-11-25,Hospital_A,O_negative,20,18,579,20,0,0,0,0,0,0,4,11,2022,47
2022-11-26,Hospital_A,O_negative,33,45,591,33,0,0,0,1,0,0,5,11,2022,47
2022-11-27,Hospital_A,O_negative,11,12,592,11,0,0,0,1,0,0,6,11,2022,47
2022-11-28,Hospital_A,O_negative,24,16,584,24,0,2,0,0,0,0,0,11,2022,48
2022-11-29,Hospital_A,O_negative,20,32,596,20,0,21,0,0,0,0,1,11,2022,48
2022-11-30,Hospital_A,O_negative,25,17,588,25,0,22,0,0,0,0,2,11,2022,48
2022-12-01,Hospital_A,O_negative,17,10,581,17,0,5,0,0,0,0,3,12,2022,48
2022-12-02,Hospital_A,O_negative,15,13,579,15,0,0,0,0,0,0,4,12,2022,48
2022-12-03,Hospital_A,O_negative,14,17,582,14,0,0,0,1,0,0,5,12,2022,48
2022-12-04,Hospital_A,O_negative,16,14,580,16,0,3,0,1,0,0,6,12,2022,48
2022-12-05,Hospital_A,O_negative,25,35,590,25,0,10,0,0,0,0,0,12,2022,49
2022-12-06,Hospital_A,O_negative,13,10,587,13,0,0,0,0,0,0,1,12,2022,49
2022-12-07,Hospital_A,O_negative,33,34,588,33,0,0,0,0,0,0,2,12,2022,49
2022-12-08,Hospital_A,O_negative,18,19,589,18,0,0,0,0,0,0,3,12,2022,49
2022-12-09,Hospital_A,O_negative,20,28,597,20,0,0,0,0,0,0,4,12,2022,49
2022-12-10,Hospital_A,O_negative,9,12,600,9,0,0,0,1,0,0,5,12,2022,49
2022-12-11,Hospital_A,O_negative,7,9,602,7,0,0,0,1,0,0,6,12,2022,49
2022-12-12,Hospital_A,O_negative,13,20,609,13,0,0,0,0,0,0,0,12,2022,50
2022-12-13,Hospital_A,O_negative,19,19,609,19,0,26,0,0,0,0,1,12,2022,50
2022-12-14,Hospital_A,O_negative,16,19,612,16,0,10,0,0,0,0,2,12,2022,50
2022-12-15,Hospital_A,O_negative,16,18,614,16,0,73,0,0,0,0,3,12,2022,50
2022-12-16,Hospital_A,O_negative,19,27,622,19,0,66,0,0,0,0,4,12,2022,50
2022-12-17,Hospital_A,O_negative,12,20,630,12,0,54,0,1,0,0,5,12,2022,50
2022-12-18,Hospital_A,O_negative,10,10,630,10,0,54,0,1,0,0,6,12,2022,50
2022-12-19,Hospital_A,O_negative,15,21,604,15,32,19,0,0,0,0,0,12,2022,51
2022-12-20,Hospital_A,O_negative,25,21,600,25,0,44,0,0,0,0,1,12,2022,51
2022-12-21,Hospital_A,O_negative,17,22,605,17,0,60,0,0,0,0,2,12,2022,51
2022-12-22,Hospital_A,O_negative,13,16,608,13,0,80,0,0,0,0,3,12,2022,51
2022-12-23,Hospital_A,O_negative,22,31,617,22,0,76,0,0,0,0,4,12,2022,51
2022-12-24,Hospital_A,O_negative,13,13,617,13,0,76,0,1,0,0,5,12,2022,51
2022-12-25,Hospital_A,O_negative,5,5,605,5,12,119,0,1,1,0,6,12,2022,51
2022-12-26,Hospital_A,O_negative,24,20,573,24,28,86,0,0,0,0,0,12,2022,52
2022-12-27,Hospital_A,O_negative,22,19,570,22,0,81,0,0,0,0,1,12,2022,52
2022-12-28,Hospital_A,O_negative,21,24,573,21,0,111,0,0,0,0,2,12,2022,52
2022-12-29,Hospital_A,O_negative,14,10,545,14,24,73,0,0,0,0,3,12,2022,52
2022-12-30,Hospital_A,O_negative,17,22,545,17,5,87,0,0,0,0,4,12,2022,52
2022-12-31,Hospital_A,O_negative,11,10,544,11,0,88,0,1,0,0,5,12,2022,52
2023-01-01,Hospital_A,O_negative,17,16,503,17,40,51,0,1,0,0,6,1,2023,52
2023-01-02,Hospital_A,O_negative,24,37,516,24,0,82,0,0,0,0,0,1,2023,1
2023-01-03,Hospital_A,O_negative,17,19,518,17,0,92,0,0,0,0,1,1,2023,1
2023-01-04,Hospital_A,O_negative,17,13,514,17,0,75,0,0,0,0,2,1,2023,1
2023-01-05,Hospital_A,O_negative,17,19,516,17,0,92,0,0,0,0,3,1,2023,1
2023-01-06,Hospital_A,O_negative,15,20,490,15,31,46,0,0,0,0,4,1,2023,1
2023-01-07,Hospital_A,O_negative,15,14,477,15,12,28,0,1,0,0,5,1,2023,1
2023-01-08,Hospital_A,O_negative,12,13,478,12,0,16,0,1,0,0,6,1,2023,1
2023-01-09,Hospital_A,O_negative,15,18,474,15,7,15,0,0,0,0,0,1,2023,2
2023-01-10,Hospital_A,O_negative,18,14,470,18,0,38,0,0,0,0,1,1,2023,2
2023-01-11,Hospital_A,O_negative,25,24,469,25,0,18,0,0,0,0,2,1,2023,2
2023-01-12,Hospital_A,O_negative,18,20,471,18,0,0,0,0,0,0,3,1,2023,2
2023-01-13,Hospital_A,O_negative,20,35,486,20,0,0,0,0,0,0,4,1,2023,2
2023-01-14,Hospital_A,O_negative,6,5,485,6,0,0,0,1,0,0,5,1,2023,2
2023-01-15,Hospital_A,O_negative,8,6,483,8,0,27,0,1,0,0,6,1,2023,2
2023-01-16,Hospital_A,O_negative,18,22,487,18,0,9,0,0,0,0,0,1,2023,3
2023-01-17,Hospital_A,O_negative,17,26,496,17,0,44,0,0,0,0,1,1,2023,3
2023-01-18,Hospital_A,O_negative,27,23,492,27,0,17,0,0,0,0,2,1,2023,3
2023-01-19,Hospital_A,O_negative,16,23,499,16,0,1,0,0,0,0,3,1,2023,3
2023-01-20,Hospital_A,O_negative,23,22,498,23,0,0,0,0,0,0,4,1,2023,3
2023-01-21,Hospital_A,O_negative,14,12,496,14,0,0,0,1,0,0,5,1,2023,3
2023-01-22,Hospital_A,O_negative,10,9,495,10,0,0,0,1,0,0,6,1,2023,3
2023-01-23,Hospital_A,O_negative,21,28,502,21,0,0,0,0,0,0,0,1,2023,4
2023-01-24,Hospital_A,O_negative,17,23,508,17,0,0,0,0,0,0,1,1,2023,4
2023-01-25,Hospital_A,O_negative,18,28,518,18,0,0,0,0,0,0,2,1,2023,4
2023-01-26,Hospital_A,O_negative,10,10,518,10,0,0,0,0,1,0,3,1,2023,4
2023-01-27,Hospital_A,O_negative,16,18,520,16,0,0,0,0,0,0,4,1,2023,4
2023-01-28,Hospital_A,O_negative,12,16,524,12,0,0,0,1,0,0,5,1,2023,4
2023-01-29,Hospital_A,O_negative,11,15,528,11,0,26,0,1,0,0,6,1,2023,4
2023-01-30,Hospital_A,O_negative,20,22,530,20,0,6,0,0,0,0,0,1,2023,5
2023-01-31,Hospital_A,O_negative,10,9,529,10,0,0,0,0,0,0,1,1,2023,5
2023-02-01,Hospital_A,O_negative,18,12,523,18,0,15,0,0,0,0,2,2,2023,5
2023-02-02,Hospital_A,O_negative,20,23,526,20,0,11,0,0,0,0,3,2,2023,5
2023-02-03,Hospital_A,O_negative,26,32,532,26,0,23,0,0,0,0,4,2,2023,5
2023-02-04,Hospital_A,O_negative,14,13,531,14,0,9,0,1,0,0,5,2,2023,5
2023-02-05,Hospital_A,O_negative,14,14,531,14,0,0,0,1,0,0,6,2,2023,5
2023-02-06,Hospital_A,O_negative,22,29,538,22,0,0,0,0,0,0,0,2,2023,6
2023-02-07,Hospital_A,O_negative,12,10,536,12,0,5,0,0,0,0,1,2,2023,6
2023-02-08,Hospital_A,O_negative,42,42,536,42,0,0,0,0,0,0,2,2,2023,6
2023-02-09,Hospital_A,O_negative,18,17,535,18,0,0,0,0,0,0,3,2,2023,6
2023-02-10,Hospital_A,O_negative,22,19,532,22,0,0,0,0,0,0,4,2,2023,6
2023-02-11,Hospital_A,O_negative,18,13,527,18,0,0,0,1,0,0,5,2,2023,6
2023-02-12,Hospital_A,O_negative,28,33,532,28,0,0,0,1,0,0,6,2,2023,6
2023-02-13,Hospital_A,O_negative,18,21,535,18,0,0,0,0,0,0,0,2,2023,7
2023-02-14,Hospital_A,O_negative,15,9,529,15,0,0,0,0,0,0,1,2,2023,7
2023-02-15,Hospital_A,O_negative,23,35,541,23,0,0,0,0,0,0,2,2,2023,7
2023-02-16,Hospital_A,O_negative,12,10,539,12,0,0,0,0,0,0,3,2,2023,7
2023-02-17,Hospital_A,O_negative,17,24,546,17,0,0,0,0,0,0,4,2,2023,7
2023-02-18,Hospital_A,O_negative,9,13,550,9,0,0,0,1,0,0,5,2,2023,7
2023-02-19,Hospital_A,O_negative,9,12,553,9,0,0,0,1,0,0,6,2,2023,7
2023-02-20,Hospital_A,O_negative,25,24,552,25,0,0,0,0,0,0,0,2,2023,8
2023-02-21,Hospital_A,O_negative,13,8,547,13,0,33,0,0,0,0,1,2,2023,8
2023-02-22,Hospital_A,O_negative,18,13,542,18,0,15,0,0,0,0,2,2,2023,8
2023-02-23,Hospital_A,O_negative,23,27,546,23,0,24,0,0,0,0,3,2,2023,8
